name,degree_centrality,betweenness_centrality,eigenvector_centrality
KingHenry,0.5681818181818182,0.7189570119802678,0.5338597152945613
FrenchKing,0.18181818181818182,0.2658033826638477,0.23231605512825376
Pistol,0.18181818181818182,0.16571529245947858,0.17986053291368473
Constable,0.18181818181818182,0.14485553206483442,0.07565986372953286
Exeter,0.25,0.1219344608879492,0.3155442731014889
Fluellen,0.18181818181818182,0.10200845665961947,0.19024987509214147
Dauphin,0.13636363636363635,0.07492952783650461,0.10936803098828893
Gower,0.1590909090909091,0.05655391120507397,0.1867748810712997
QueenIsabel,0.1590909090909091,0.022198731501057084,0.24453496593033597
Boy,0.1590909090909091,0.013847780126849896,0.11242163408498225
Canterbury,0.09090909090909091,0.013037350246652568,0.16670711099401223
Westmorland,0.13636363636363635,0.012385482734319938,0.23385166713203945
Gloucester,0.11363636363636365,0.012138830162085976,0.1702406681194382
Salisbury,0.06818181818181818,0.005972515856236786,0.1408012965310637
Orleans,0.11363636363636365,0.005461592670894996,0.037308609022141656
Scroop,0.09090909090909091,0.003946441155743482,0.15656020009480467
Williams,0.09090909090909091,0.00306553911205074,0.14790926475296173
Rambures,0.09090909090909091,0.0019027484143763216,0.035245306067346924
Bedford,0.09090909090909091,0.0010570824524312897,0.12440845858542132
Bates,0.06818181818181818,0.0005285412262156448,0.11207966849329233
FrenchSoldier,0.045454545454545456,0.0,0.04226154479568971
Bourbon,0.045454545454545456,0.0,0.016333706191981663
Warwick,0.022727272727272728,0.0,0.027508274986046567
Herald,0.022727272727272728,0.0,0.07718975816431158
Grandpre,0.022727272727272728,0.0,0.010939395803038899
Court,0.045454545454545456,0.0,0.09339517106882754
Erpingham,0.045454545454545456,0.0,0.10180443726201678
2Messenger,0.06818181818181818,0.0,0.02142969184175537
York,0.022727272727272728,0.0,0.07718975816431158
Macmorris,0.06818181818181818,0.0,0.06372870548671139
Montjoy,0.045454545454545456,0.0,0.10180443726201678
Brittany,0.06818181818181818,0.0,0.060342495371512456
Katherine,0.06818181818181818,0.0,0.13156982091241498
Alice,0.06818181818181818,0.0,0.13156982091241498
Governor,0.022727272727272728,0.0,0.07718975816431158
Ely,0.045454545454545456,0.0,0.06972743856607859
Jamy,0.06818181818181818,0.0,0.06372870548671139
1Messenger,0.022727272727272728,0.0,0.03358993557583603
Grey,0.06818181818181818,0.0,0.11669980886076012
Cambridge,0.06818181818181818,0.0,0.11669980886076012
Hostess,0.09090909090909091,0.0,0.059455289092991775
Nym,0.09090909090909091,0.0,0.059455289092991775
Bardolph,0.09090909090909091,0.0,0.059455289092991775
Ambassador,0.022727272727272728,0.0,0.07718975816431158
Burgundy,0.045454545454545456,0.0,0.11254643953227486
